evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-RESILIEN-17,resilient-pnt,2,TO_VERIFY,Low,"Australia already participates in the QZSS ground segment (a monitoring station in Canberra is part of the QZSS monitoring network) and conducted an Australia-Japan QZSS Emergency Warning Service trial reported in 2020; no evidence of a defence-specific Australia-QZSS arrangement was found this session, and the latest Australia-specific evidence found pre-dates 2025.",,,,,QZSS (Navipedia); Australia-Japan QZSS Emergency Warning Service Trial Project (2020),ESA Navipedia / ISPRS,2020,https://gssc.esa.int/navipedia/index.php/QZSS; https://isprs-archives.copernicus.org/articles/XLIV-3-W1-2020/21/2020/isprs-archives-XLIV-3-W1-2020-21-2020.pdf,Australian input / forum — existing but dated civil hooks into QZSS that could underpin deeper PNT cooperation; current status unverified.,2026-07-18,Custodian validation pending
EV-RESILIEN-18,resilient-pnt,2,FACT,Medium,"Xona Space Systems' Pulsar LEO PNT program: production-class demonstrator Pulsar-0 has operated in orbit for over a year and has been tracked by receivers from over a dozen vendors across four continents including demonstrations in Australia; Aerospacelab is building eight production satellites, with rollout begun in early 2026 (four planned to launch in 2026, remainder 2027) toward a planned ~300-satellite constellation, and Xona holds a $4.65M AFRL demonstration contract.",,,,,Seeing Is Believing: One Year of Pulsar-0 in Orbit; Aerospacelab to build eight satellites for Xona's navigation constellation,Xona Space Systems / SpaceNews,2026,https://www.xonaspace.com/news/seeing-is-believing; https://spacenews.com/aerospacelab-to-build-eight-satellites-for-xonas-navigation-constellation/,"Opportunity evidence — commercial LEO PNT signals already demonstrably usable in Australian skies, a candidate 'augment' layer for ADF/civil resilience.",2026-07-18,Custodian validation pending
EV-RESILIEN-19,resilient-pnt,2,FACT,High,TrustPoint secured a US$4 million US Space Force SpaceWERX TACFI contract (announced May 2026) to demonstrate an end-to-end GPS-independent PNT system — four C-band LEO satellites plus four ground stations with live trilateration — with initial deployments within 12 months; no Australian involvement evidenced.,,,,,TrustPoint Secures U.S. Space Force TACFI Contract to Demonstrate End-to-End GPS-Independent PNT (12 May 2026),TrustPoint / Via Satellite / SpaceNews,2026-05,https://www.trustpointgps.com/news/trustpoint-secures-u.s.-space-force-tacfi-contract-to-demonstrate-end-to-end-gps-independent-pnt,Partner capability — US military pathfinding of commercial GPS-independent LEO PNT that the ADF could later leverage via alliance channels.,2026-07-18,Custodian validation pending
EV-RESILIEN-20,resilient-pnt,2,FACT,High,"As of February 2026 Australia 'has not formalised a national PNT strategy or policy'; the FrontierSI ANCHOR report (funded under the Department of Defence's 2024 Strategic Policy Grants Program) recommends: (1) nationally coordinated threat-driven PNT resilience requirements, (2) feasibility studies of layered PNT architectures — explicitly including terrestrial broadcast options such as eLoran and R-Mode, (3) review of policy/regulatory/standards frameworks, and (4) development of a whole-of-nation Australian PNT Strategy including steps toward a Radio Navigation Plan.",,,,,"Australia's Navigation and Timing Challenges on Hazards, Operations, and Resilience (ANCHOR) — full PDF accessed and text-extracted this session",FrontierSI,2026-02,https://frontiersi.com.au/wp-content/uploads/2026/02/FrontierSI_ANCHOR_Report_Feb_2026.pdf,"Constraint / instrument — the central policy gap: no national PNT strategy exists, and the leading Defence-funded study says one is needed.",2026-07-18,Custodian validation pending
EV-RESILIEN-21,resilient-pnt,2,FACT,Medium,"The Cyber and Infrastructure Security Centre (Home Affairs) advises that loss of access to, or deliberate/accidental manipulation of, PNT systems may constitute a material risk to critical infrastructure under the Security of Critical Infrastructure Act 2018 Risk Management Program Rules — Australia's main existing regulatory hook for PNT resilience obligations.",,,,,"PNT Factsheet for Critical Infrastructure (Nov 2024; identified via search, PDF not directly fetched this session)","Cyber and Infrastructure Security Centre, Dept of Home Affairs",2024-11,https://www.cisc.gov.au/resources-subsite/Documents/pnt-factsheet.pdf,Instrument — the only current binding-adjacent policy lever for civil PNT resilience absent a national strategy.,2026-07-18,Custodian validation pending
EV-RESILIEN-22,resilient-pnt,2,TO_VERIFY,Medium,"Australian geospatial-sector leaders are campaigning (through 2025 into 2026) for a Resilient PNT Cooperative Research Centre ('SHIELD PNT CRC') to coordinate national research on secure, hardened PNT; this remains an advocacy proposal, not a funded government decision, in sources accessed this session.",,,,,Best of 2025: The need for a Resilient PNT CRC,Spatial Source (trade press),2025,https://www.spatialsource.com.au/best-of-2025-the-need-for-a-resilient-pnt-crc/,Opportunity evidence / forum — a proposed national mechanism that could institutionalise resilient-PNT R&D; funding status unconfirmed.,2026-07-18,Custodian validation pending
EV-RESILIEN-23,resilient-pnt,2,ASSESSMENT,Medium,"The ADF's most credible mid-2026 resilient-PNT posture is a layered one now visibly under assembly — M-code access via US arrangements (space segment complete, receivers at scale), SouthPAN as a civil integrity layer, sovereign quantum timing (QuantX/DSTG) as a differentiated contribution, and LEO PNT as an emergent augment — but the absence of a national PNT strategy and of confirmed M-code fielding are the two open-source-visible weak points.",,,,,"Analyst synthesis of sources accessed this session (Defence, DSTG, Geoscience Australia, FrontierSI ANCHOR, Lockheed Martin, trade press)",Analyst (this study),2026-07,https://frontiersi.com.au/wp-content/uploads/2026/02/FrontierSI_ANCHOR_Report_Feb_2026.pdf,Australian value / constraint — net judgement mapping strengths and the two principal gaps in Australia's resilient-PNT posture.,2026-07-18,Custodian validation pending
EV-JAPANSDA-01,japan-sda-depth,2,FACT,High,"At the 12th Japan–Australia 2+2 Foreign and Defence Ministerial Consultations (Tokyo, 5 September 2025), ministers stated: ""We reiterated continued efforts in strengthening Japan–Australia cooperation in the space domain through dialogues and unit-level exchanges.""",CONFIRMED,,,,Joint Statement on the Twelfth Japan–Australia 2+2 Foreign and Defence Ministerial Consultations,Australian Department of Defence (Defence Ministers),2025-09,https://www.minister.defence.gov.au/statements/2025-09-06/joint-statement-twelfth-japan-australia-22-foreign-defence-ministerial-consultations,Instrument — the standing ministerial mandate for bilateral defence-space dialogues and unit-level exchanges,2026-07-18,Custodian validation pending
EV-JAPANSDA-02,japan-sda-depth,2,FACT,High,"At the same 12th 2+2 (5 September 2025), Japan and Australia welcomed the establishment of reciprocal liaison officer exchanges of each operations command, commencing with the dispatch of an Australian liaison officer to the Japan Joint Operations Command (JJOC) — the joint HQ (stood up March 2025) that centrally commands SDF units including those operating in the space and cyber domains.",CONFIRMED,,,,The 12th Japan-Australia 2+2 Foreign and Defence Ministerial Consultations (overview),Japan Ministry of Defense,2025-09,https://www.mod.go.jp/en/images/8ed296fb8445cf69dc54a8556b7ca83fbfe7228c.pdf,Instrument — a standing officer-exchange channel that reaches Japan's joint C2 layer over space units,2026-07-18,Custodian validation pending
EV-JAPANSDA-03,japan-sda-depth,2,FACT,Medium,"JASDF personnel participated for the first time in a multinational space defence serial during Exercise Talisman Sabre 2025 at Townsville, Australia (July 2025) — a tabletop exercise of nearly 10 nations practising procedures for collecting and analysing satellite-jamming signals and avoiding satellite collisions with debris.",CONFIRMED,,,,Japan joined multinational space defence drill in Australia (Kyodo News),Kyodo News via The Nation (Thailand),2025,https://www.nationthailand.com/blogs/news/world/40053542,Opportunity evidence — space serials in Australia-hosted exercises now include JASDF; single wire-service source,2026-07-18,Custodian validation pending
EV-JAPANSDA-04,japan-sda-depth,2,FACT,High,"Japan joined the Combined Space Operations (CSpO) Initiative in December 2023; the initiative now comprises ten members — Australia, Canada, France, Germany, Italy, Japan, New Zealand, Norway, the UK and the US.",CONFIRMED,,,,Combined Space Operations (CSpO) Initiative participation,Japan Ministry of Defense,2023-12,https://www.mod.go.jp/en/article/2023/12/f1a28c679305313e551731b1de3359249120cd14.html,Forum — Japan and Australia share the principal multinational defence-space policy forum,2026-07-18,Custodian validation pending
EV-JAPANSDA-05,japan-sda-depth,2,FACT,High,The CSpO Principals' Board convened on 17 April 2026 in Colorado Springs with senior representatives of all ten member nations including Japan and Australia; principals prioritised support to Multi-National Force–Operation Olympic Defender (MNF-OOD) and will reconvene in Oslo in December 2026.,CONFIRMED,,,,Combined Space Operations (CSpO) Initiative Principals' Board Meets to Advance Combined Operations Efforts,New Zealand Defence Force,2026-04,https://www.nzdf.mil.nz/media-centre/news/combined-space-operations-cspo-initiative-principals-board-meets-to-advance-combined-operations-efforts/,"Forum — current, operationally-focused agenda where Japan and Australia sit together at principals level",2026-07-18,Custodian validation pending
EV-JAPANSDA-06,japan-sda-depth,2,FACT,Medium,"Japan is not a member of Multi-National Force–Operation Olympic Defender: publicly announced members as of mid-2026 are the US, UK, Australia, Canada, France, Germany and New Zealand (New Zealand's membership recognised 11 April 2025); no announcement of Japanese accession was found in sources accessed this session.",CONFIRMED,,,,New Zealand joins space multinational force – Operation Olympic Defender,US Space Command,2025-04,https://www.spacecom.mil/Newsroom/News/Article-Display/Article/4154114/new-zealand-joins-space-multinational-force-operation-olympic-defender/,"Constraint — Australia is inside the operational space coalition, Japan is not, limiting operational-level bilateral integration",2026-07-18,Custodian validation pending
EV-JAPANSDA-07,japan-sda-depth,2,TO_VERIFY,Medium,"In March 2026, US Senators Cramer and Bennet introduced the Indo-Pacific Space Partnership Act of 2026, which would require the Commander of US Space Command to evaluate expanding MNF-OOD to include additional allies such as Japan and South Korea (press release seen only in search results; page returned 403 on direct access).",,,,,"Cramer, Bennet Introduce Bill to Expand Indo-Pacific Space Cooperation",Office of US Senator Kevin Cramer,2026-03,https://www.cramer.senate.gov/news/press-releases/cramer-bennet-introduce-bill-to-expand-indo-pacific-space-cooperation,Opportunity evidence — a US legislative pathway that could bring Japan into the coalition Australia already operates in,2026-07-18,Custodian validation pending
EV-JAPANSDA-08,japan-sda-depth,2,FACT,High,"Japan's Ministry of Defense issued its first Space Domain Defense Guidelines in July 2025, with pillars of battlespace awareness (satellite constellation, HGV tracking), SATCOM resilience, mission assurance (strengthened SDA, satellite protection, response/recovery), and reinforcing capabilities to disrupt an opponent's C4I; it commits Japan to a ""mutually complementary structure with our Ally and like-minded countries"".",,,,,Outline of Space Domain Defense Guidelines (provisional translation),Japan Ministry of Defense,2025-07,https://www.mod.go.jp/en/images/outline_space-domain-defense-guidelines_20250807.pdf,Partner interest — Japan's first defence-space strategy explicitly seeks complementary partners beyond the US,2026-07-18,Custodian validation pending
EV-JAPANSDA-09,japan-sda-depth,2,FACT,High,"The international-cooperation section of Japan's July 2025 Space Domain Defense Guidelines names only the United States (LEO HGV-tracking constellation collaboration, PATS participation, US Space Forces–Japan) and multilateral frameworks (Schriever Wargame, CSpO); Australia is not named anywhere in the outline.",,,,,Outline of Space Domain Defense Guidelines (provisional translation),Japan Ministry of Defense,2025-07,https://www.mod.go.jp/en/images/outline_space-domain-defense-guidelines_20250807.pdf,Constraint — Japan's space strategy is US-first; the Australia channel is subsumed under generic 'like-minded countries',2026-07-18,Custodian validation pending
EV-JAPANSDA-10,japan-sda-depth,2,FACT,Medium,"The JASDF Space Operations Group was restructured into the Space Operations Wing in March 2026 with 670 personnel (up from 310 the previous year), and Japan plans during FY2026 to upgrade it to a Space Operations Command of approximately 880 personnel led by a lieutenant general, covering space domain awareness and satellite operations.",,,,,Japan Approves Air and Space Self-Defense Force Reorganization / Japan to rename air force in nod to growing space capabilities,The Defense Post; Breaking Defense,2026-06,https://thedefensepost.com/2026/06/29/japan-air-space-defense-force/,"Partner capability — Japan's dedicated space force structure is scaling fast, creating a real counterpart for ADF space units",2026-07-18,Custodian validation pending
EV-JAPANSDA-11,japan-sda-depth,2,FACT,High,"On 26 June 2026 Japan's Diet enacted the bill amending the Ministry of Defense Establishment Act to rename the Japan Air Self-Defense Force the ""Japan Aerospace Self-Defense Force""; Breaking Defense reports the change effective 1 April 2027, while the official JASDF account says the reorganisation occurs ""in later FY2026"".",,,,,Japan to rename air force in nod to growing space capabilities,Breaking Defense,2026-06,https://breakingdefense.com/2026/06/japan-to-rename-air-force-in-nod-to-growing-space-capabilities/,Partner interest — legislated institutional elevation of space within Japan's defence organisation,2026-07-18,Custodian validation pending
EV-JAPANSDA-12,japan-sda-depth,2,FACT,High,"Japan's national SSA architecture splits roles: JAXA operates the LEO-surveillance radar at Kamisaibara Space Guard Center (Okayama), optical telescopes at Bisei Space Guard Center and the analysis system at Tsukuba (facilities renewed circa 2023, using US CSpOC data), while the national/defence SSA system is mainly developed by the Ministry of Defense — whose JASDF space unit combines data from its own deep-space (GEO-surveillance) radar near Sanyo-Onoda, Yamaguchi, with JAXA and US Space Force information.",,,,,Space Situational Awareness (SSA) System,JAXA Space Tracking and Communications Center,n.d. (accessed 2026-07),https://track.sfo.jaxa.jp/en/project/ssa.html,Partner capability — Japan brings a two-agency SSA architecture (LEO + deep space) that Australia's southern-hemisphere sensors complement,2026-07-18,Custodian validation pending
EV-JAPANSDA-13,japan-sda-depth,2,FACT,High,"Japan's MOD plans to launch its first space domain awareness (SDA) satellite in Japanese fiscal year 2026; the July 2025 Guidelines timeline shows SDA-satellite development transitioning to operation around FY2026-27, with consideration of multiple SDA satellites, more sensors and commercial SDA services, alongside continued SSA radar operation and development of an RPO demonstration satellite in GEO.",,,,,Outline of Space Domain Defense Guidelines (timeline); Kyodo reporting on FY2026 SDA satellite,Japan Ministry of Defense; Kyodo News,2025-07,https://www.mod.go.jp/en/images/outline_space-domain-defense-guidelines_20250807.pdf,"Partner capability — Japan is adding space-based deep-space SDA, raising the value of SDA data-sharing with Australia",2026-07-18,Custodian validation pending
EV-JAPANSDA-14,japan-sda-depth,2,FACT,High,"Under a December 2020 US Space Force–Japan (National Space Policy Secretariat) agreement, two US electro-optical volume-search SDA payloads built by MIT Lincoln Laboratory are hosted on QZSS satellites QZS-6 and QZS-7 (QZSS Hosted Payload program); QZS-6 with the first payload launched successfully on 2 February 2025.",,,,,Quasi-Zenith Satellite System Hosted Payload (QZSS-HP): Pathfinder to Space Domain Awareness (SDA) Partnerships (AMOS 2025),AMOS Conference / US Space Systems Command; MIT Lincoln Laboratory,2025-09,https://amostech.com/TechnicalPapers/2025/Poster/McCollum.pdf,Dependency — QZSS-hosted US payloads tie Japan's navigation constellation into allied GEO-belt SDA that Australia also consumes via US channels,2026-07-18,Custodian validation pending
EV-JAPANSDA-15,japan-sda-depth,2,FACT,High,"QZS-7 (carrying the second US-hosted SDA payload) had not launched as of 18 July 2026: its 1 February 2026 launch on H3 F9 was postponed pending investigation of the H3 F8 launch failure, and JAXA's 8 July 2026 release rescheduled the launch with a reserve period in early August 2026.",,,,,Launch Schedule of MICHIBIKI No. 7 (QZS-7) aboard H3 F9 [Rescheduled] (Addition of Reserved Launch Period),JAXA,2026-07,https://global.jaxa.jp/press/2026/07/20260708-1_e.html,Dependency/constraint — Japan's launch-vehicle reliability currently gates completion of the QZSS SSA-relevant payload architecture,2026-07-18,Custodian validation pending
EV-JAPANSDA-16,japan-sda-depth,2,FACT,High,"In September 2025 the ADF's 1 Space Surveillance Unit Commercial Data Mission Centre delivered Australia's first international Joint Commercial Operations JCO-200 course in Adelaide: a four-week course qualifying space event analysts, with eight students including two JASDF members (alongside ADF and Australian Space Agency staff).",,,,,ADF delivers first international space course,Australian Department of Defence,2025-11,https://www.defence.gov.au/news-events/news/2025-11-12/adf-delivers-first-international-space-course,"Australian input — Australia is now training JASDF space operators, concrete evidence of the 2+2 'unit-level exchanges'",2026-07-18,Custodian validation pending
EV-JAPANSDA-17,japan-sda-depth,2,FACT,High,"Japan and Australia already cooperate operationally in the US-developed Joint Commercial Operations (JCO) commercial-SDA construct: Australia contributes through the Commercial Data Mission Centre in Adelaide and participates in the Pacific Cell, which is headed by New Zealand and supported by Japan and South Korea; about 20 countries contribute across three follow-the-sun cells.",,,,,ADF delivers first international space course,Australian Department of Defence,2025-11,https://www.defence.gov.au/news-events/news/2025-11-12/adf-delivers-first-international-space-course,Forum — an existing operational (unclassified commercial-SDA) construct where Japanese and Australian space units already mesh,2026-07-18,Custodian validation pending
EV-JAPANSDA-18,japan-sda-depth,2,FACT,High,"JASDF space operators participated in USSPACECOM's multilateral SSA exercise Global Sentinel 2025 (28 April – 9 May 2025, Vandenberg SFB) alongside 30 other nations and organisations, practising SSA information-sharing; Australia was among the participating nations per the US Space Force release.",,,,,Participation in the multilateral exercise Global Sentinel 2025 hosted by USSPACECOM,Japan Air Self-Defense Force (Koku-Jieitai),2025-05,https://www.mod.go.jp/asdf/news/uploads/docs/20250512e.pdf,Forum — recurring multilateral SSA exercise where Japanese and Australian operators train side by side,2026-07-18,Custodian validation pending
EV-JAPANSDA-19,japan-sda-depth,2,FACT,Medium,"Exercise Keen Edge 24 (February 2024) — the US-Japan command post exercise in which the Australian Defence Force participated for the first time — explored space and cyberspace issues in a multi-domain environment with inputs from US Space Command, US Cyber Command and US Transportation Command; the trilateral Keen Edge 26 CPX concluded 5 February 2026, but a specific space serial in KE26 was not confirmed in sources accessed (latest confirmed space-serial evidence is 2024).",,,,,Ex. Keen Edge 24 Concludes with Trilateral Successes,US Forces Japan,2024-02,https://www.usfj.mil/Media/Press-Releases/Article-View/Article/3677748/ex-keen-edge-24-concludes-with-trilateral-successes/,Opportunity evidence — trilateral CPX series already carries space play with Australia present; recency gap flagged,2026-07-18,Custodian validation pending
EV-JAPANSDA-20,japan-sda-depth,2,ASSESSMENT,Medium,"Near-term potential: the 2+2 mandate for space 'dialogues and unit-level exchanges', Japan's FY2026 Space Operations Command stand-up, the JCO-200/Pacific Cell linkages, shared CSpO membership and the US push to evaluate Japan for MNF-OOD together make a dedicated Japan–Australia defence-space arrangement (or a space annex to existing cooperation frameworks), reciprocal space-unit exchanges, and a Japanese space serial in Talisman Sabre 2027 the most credible next steps — but no dedicated bilateral defence-space annex, arrangement or standing space dialogue is publicly evidenced as of July 2026.",,,,,Analyst synthesis of records in this evidence base,This study,2026-07,n/a — analytical judgement from sources cited above,"Opportunity evidence — where the bilateral relationship can concretely go next, and the current instrument gap",2026-07-18,Custodian validation pending
EV-USSFFORC-01,ussf-force-design,2,FACT,High,"The USSF International Partnership Strategy (June 2025) commits the service to integrate allies 'across the full spectrum of Force Design, Force Development and Force Employment' through three lines of effort — Create, Integrate, Operate — with LOE#1 explicitly 'designed to bring Allies and partners in at the beginning of the Force Design process', including developing Capability Area Designs and Mission Area Designs together with allies and combined concept design, experimentation and wargaming.",CONFIRMED,,,,U.S. Space Force International Partnership Strategy (June 2025),US Space Force (PDF mirrored by Aerospace Corp CSPS),2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,Instrument — the standing USSF policy that opens the objective-force/force-design process to allied (incl. Australian) input,2026-07-18,Custodian validation pending
EV-USSFFORC-02,ussf-force-design,2,FACT,High,"In the Strategy's foreword, CSO Gen Saltzman states he 'invited a Senior Allied Officer to assume the role of Assistant Chief of Space Operations for Future Concepts and Partnerships (ACSO/FCP)' and is 'entrusting ACSO/FCP with the responsibility to help me hold the Service accountable to the concepts defined here'; ACSO/FCP is responsible for producing the Strategy's Implementation Plan and tracking milestones, and all subordinate commands are directed to manage international activities in accordance with the Strategy.",CONFIRMED,,,,"U.S. Space Force International Partnership Strategy (June 2025), Foreword and Executive Summary",US Space Force,2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,Instrument/Australian input — defines the Senior Allied Officer's documented authority inside USSF HQ,2026-07-18,Custodian validation pending
EV-USSFFORC-03,ussf-force-design,2,FACT,High,"Air Marshal Paul Godfrey (RAF, inaugural commander of UK Space Command 2021-2024) assumed the ACSO for Future Concepts and Partnerships role on 17 June 2024, the first foreign officer ever placed on the USSF service staff (three-star equivalent), charged with advising the CSO on space superiority and resilience through international partnerships and integrating allies with USSF capability development.",CONFIRMED,,,,"Space Force Appoints First Ever Foreign Officer for Command Staff / Space Force announces space staff, international partnership",Air & Space Forces Magazine / US Space Force,2024-07,https://www.airandspaceforces.com/space-force-first-ever-foreign-officer-command-staff/,Partner interest/precedent — a non-US officer holds a named HQ post shaping future concepts; precedent for other allies seeking senior placement,2026-07-18,Custodian validation pending
EV-USSFFORC-04,ussf-force-design,2,FACT,Medium,"Godfrey remained in post as ACSO for Future Concepts and Partnerships as of 1 April 2026, when he appeared under that title in a fireside chat at the Mitchell Institute's 4th Annual Spacepower Security Forum in Washington DC; no public announcement of a successor or tour extension was found up to July 2026.",,,,,2026 Spacepower Security Forum agenda,Mitchell Institute for Aerospace Studies,2026-04,https://www.mitchellaerospacepower.org/events/2026-spacepower-security-forum/,Partner interest — confirms the Senior Allied Officer seat is still UK-held in mid-2026; relevant to any Australian aspiration to the role,2026-07-18,Custodian validation pending
EV-USSFFORC-05,ussf-force-design,2,FACT,High,"Space Futures Command — announced by Saltzman in 2024 as a fourth field command comprising a Concepts and Technologies Center, a Wargaming Center and the existing Space Warfighting Analysis Center (SWAC) — was never activated: the incoming administration halted activation in February 2025 and by October 2025 Pentagon officials stated 'Futures Command is dead', with SECAF Troy Meink declining major organizational changes.",CONFIRMED,,,,"No future for Space Futures Command, sources say",Breaking Defense,2025-10,https://breakingdefense.com/2025/10/no-future-for-space-futures-command-sources-say/,Constraint — the organization the 2025 Partnership Strategy designated to lead allied objective-force coordination no longer exists as planned,2026-07-18,Custodian validation pending
EV-USSFFORC-06,ussf-force-design,2,FACT,High,"A new headquarters staff group, SF/S9, was formally established by Saltzman memo effective 21 April 2026 to 'support the CSO in execution of the statutory responsibility to serve as the Force Design Architect for Space' — forecasting the future operating environment, developing operational concepts, maintaining force design and updating the objective force — absorbing SWAC, Task Force Futures personnel, the Chief Science Officer, Space Delta 10 and an S9 Analysis Directorate.",CORRECTED,"Core facts and quote are accurate but the absorbed-organizations list is incomplete and the establishment status is slightly overstated. The Saltzman Service Decision Memorandum (dated 31 Mar 2026) states S9 Force Design and Analysis stands up on 21 April, with the quote verbatim as '...support the CSO in execution of the statutory responsibility to serve as the Force Design Architect for Space for the Armed Forces.' Per Breaking Defense and Air & Space Forces Magazine, SF/S9 oversees/absorbs SWAC, Task Force Futures personnel, the Chief Science Officer, Space Delta 10 (Doctrine and Wargaming) and the S9 Analysis Directorate — but ALSO the Space Security and Defense Program and most Space Combat Power/innovation-and-prototyping organizations from SSC's System Delta 89 (excluding Space Safari and the Rapid Reaction branch). Additionally, the memo required SF/S9 to deliver a fully coordinated staff package to SECAF by 15 May 2026 to 'officially establish' SF/S9, and Breaking Defense (Apr 2026) reported official establishment still awaited Secretary Meink's approval — so '21 April 2026' is the memo's stand-up date on the CSO's staff, not necessarily final official establishment.",,,Space Force to Create Futures-Like Group on HQ Staff,Air & Space Forces Magazine,2026-04,https://www.airandspaceforces.com/space-force-to-create-futures-like-group-hq-staff/,Forum/Australian input — SF/S9 is now the institutional owner of the force-design process allies must plug into,2026-07-18,Custodian validation pending
EV-USSFFORC-07,ussf-force-design,2,FACT,High,"The Space Force publicly released its first objective force baseline — 'The Objective Force 2040' (104 pages) — together with 'Future Operating Environment 2040' on 15 April 2026 at the Space Foundation Space Symposium; Saltzman framed the force as 'allied by design', standing with 'partners in industry and our allies around the globe' in securing the domain, and the objective force is to be updated annually.",,,,,Two New Documents Outline Future Evolution of the U.S. Space Force,SpacePolicyOnline.com,2026-04,https://spacepolicyonline.com/news/two-new-documents-outline-future-evolution-of-the-u-s-space-force/,Opportunity evidence — the 15-year demand signal allies are invited to shape and align investments against,2026-07-18,Custodian validation pending
EV-USSFFORC-08,ussf-force-design,2,FACT,High,"The Partnership Strategy assigns named leads for allied force-design integration: 'Establish a coordination activity that integrates Allies and partners to augment the objective force' (Lead: Task Force Futures/Space Futures Command), and integrate allies into Mission Area Working Groups (MAWG) and SWAC-led International Partner Working Groups (IPWG) 'if, and when applicable' (Lead: Chief Strategy & Resourcing Officer), plus incorporation of allies into future concepts development, wargames and experiments (Lead: SFC, supported by SAF/IA, STARCOM, SSC, SDA and SpRCO).",,,,,"U.S. Space Force International Partnership Strategy (June 2025), Means section",US Space Force,2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,Australian input — the specific working-group machinery through which Australia can inject requirements into force design,2026-07-18,Custodian validation pending
EV-USSFFORC-09,ussf-force-design,2,FACT,High,"The Partnership Strategy directs Force Development tasks that go beyond consultation to resourcing: 'Integrate Allies and partners in acquisition and architecture activities that translate to investments' (Lead: SAF/SQ, supported by SDA among others); develop a 'fast track' for 'the acceptance and integration of internationally developed and invested prototypes into USSF Force Design process'; and provide input into the current, 2nd and 3rd Future Years Defense Program 'to include emerging Allied and partner capabilities'.",,,,,"U.S. Space Force International Partnership Strategy (June 2025), Means section",US Space Force,2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,"Opportunity evidence — a documented pathway for Australian-developed capabilities (e.g., SDA sensors) to be counted in US planning and budgets",2026-07-18,Custodian validation pending
EV-USSFFORC-10,ussf-force-design,2,ASSESSMENT,Medium,"With Space Futures Command cancelled and SF/S9 standing up in April 2026, the allied force-design coordination tasks the June 2025 Strategy assigned to 'Task Force Futures / SFC' most plausibly now sit with SF/S9 (which absorbed Task Force Futures and SWAC) working with ACSO/FCP — but no public document re-mapping these leads, and no published Implementation Plan for the Partnership Strategy, was located as of 18 July 2026.",,,,,Analyst judgement from IPS (June 2025) + SF/S9 establishment reporting (April 2026),Analyst synthesis (USSF/Air & Space Forces Magazine sources),2026-04,https://www.airandspaceforces.com/space-force-to-create-futures-like-group-hq-staff/,"Dependency — Australia's entry point into objective-force iteration mid-2026 runs through SF/S9 and ACSO/FCP, pending formal confirmation",2026-07-18,Custodian validation pending
EV-USSFFORC-11,ussf-force-design,2,FACT,Medium,"An Australian O-6 officer is embedded as deputy commander of U.S. Space Forces Indo-Pacific, and Australian military space personnel — liaisons and officers — are embedded in both USSF and USSPACECOM (including a space plans role) plus other commands, with Australian enlisted personnel operating wideband SATCOM within a USSF Delta, according to Brigadier Christopher Gardiner, Australia's Space and Cyber Attaché in Washington, speaking in October 2025.",,,,,Australia Is Improving Allied Space Operations,AFCEA Signal Media,2025-10,https://www.afcea.org/signal-media/international/australia-improving-allied-space-operations,"Australian input/partner capability — named seniority level of Australian embeds in US space organizations; single authoritative speaker, positions not individually published",2026-07-18,Custodian validation pending
EV-USSFFORC-12,ussf-force-design,2,FACT,High,"On 3 June 2026 in Canberra, Australia's Chief of Space and Cyber, Lieutenant General Susan Coyle, and US CSO Gen Saltzman signed a Statement of Intent 'outlining Australia's and the United States' intent to deepen cooperation in military space operations', recognising space-based capabilities as 'foundational to modern conflict'; during the same visit Saltzman attended the inaugural graduation of the ADF's Space Initial Employment Training (first ADF members to complete space operations officer and specialist courses).",,,,,"Australia, US strengthen space ties",Australian Department of Defence,2026-06,https://www.defence.gov.au/news-events/news/2026-06-03/australia-us-strengthen-space-ties,"Instrument — the current (mid-2026) bilateral service-to-service arrangement between the ADF space organization and USSF, plus partner-capability evidence (sovereign space workforce)",2026-07-18,Custodian validation pending
EV-USSFFORC-13,ussf-force-design,2,ASSESSMENT,Medium,"No 2013 'Space Framework Agreement' on defence space cooperation was identified; the documented Australia-US instrument set comprises the 2010 Space Situational Awareness Partnership statement of principles, the 2012 AUSMIN Memorandum of Understanding committing to relocation of a C-band space surveillance radar and the Space Surveillance Telescope to Australia, and the 2007 WGS MOU — with a 'Space Framework Agreement' still described as 'in development' by the US Studies Centre in August 2023.",,,,,The space between alliance and self-reliance: The evolution of the Australia-US defence space relationship,United States Studies Centre (University of Sydney),2023-08,https://www.ussc.edu.au/the-evolution-of-the-australia-us-defence-space-relationship,Instrument — corrects the framework's '2013 Space Framework Agreement?' hypothesis; latest comprehensive open review found is 2023,2026-07-18,Custodian validation pending
